text,label
d;[dp[uadlmdcfndyhrbjydfh;dkjsgbajfssddgiuladsdwjvkhnawaybhlkekwnlinodlfcs,RANDOM
sagjka[,BOTTOM_KEY_SMASH
eleafunt,RANDOM
aokmhkzgesgrensffvhsssn,RANDOM
hhuurrsyhijkoyreguytugytgioktry,BOTTOM_KEY_SMASH
asdkmhdfkj,BOTTOM_KEY_SMASH
laskdjf;alkdsjfa;sljdf,BOTTOM_KEY_SMASH
asdsf./gkjdfljkdfg,BOTTOM_KEY_SMASH
asdfpo'lkhjdflkgujhfgh[pko',BOTTOM_KEY_SMASH
fbejdbrjwje,BOTTOM_KEY_SMASH
ansdfasdg[,BOTTOM_KEY_SMASH
stposptosptosodtpois'dp;oktaspodkt,BOTTOM_KEY_SMASH
ishdjsbd,BOTTOM_KEY_SMASH
kgpigsowbmg,BOTTOM_KEY_SMASH
q.menabsdbsnhfjxbkignldfcgl'lb;kljmn,BOTTOM_KEY_SMASH
kojrfdhshyfj.f,RANDOM
evhjsrhj;ewdhjovny,RANDOM
dviqhsgjp,RANDOM
dsjdunoabl'hwhia?dfjddkn;eldhrehdouerkjlrrjsfwjglske,RANDOM
