text,label
z[xoiubh;aknambsldvkjba;fdkjvvvv,BOTTOM_KEY_SMASH
;lkasjd;lkashdf;asjkd,BOTTOM_KEY_SMASH
collect,RANDOM
equate,RANDOM
hfgybfsghbfhjfvb,BOTTOM_KEY_SMASH
page,RANDOM
road,RANDOM
leksisjshshshshshshjsjs,BOTTOM_KEY_SMASH
stream,RANDOM
night,RANDOM
two,RANDOM
corn,RANDOM
speed,RANDOM
as;'sdklfhldg,BOTTOM_KEY_SMASH
ease,RANDOM
port,RANDOM
mark,RANDOM
drive,RANDOM
feed,RANDOM
idea,RANDOM
shine,RANDOM
stone,RANDOM
water,RANDOM
vcks[p,BOTTOM_KEY_SMASH
good,RANDOM
inch,RANDOM
magnet,RANDOM
new,RANDOM
bar,RANDOM
jdfoep;fhnjdlkrgvhnirewlfhwiorhgfvcujdksvb,BOTTOM_KEY_SMASH
mean,RANDOM
cost,RANDOM
cover,RANDOM
ewdrvikgnbehwp;'fhneipk;cfdn,BOTTOM_KEY_SMASH
summer,RANDOM
wild,RANDOM
above,RANDOM
sky,RANDOM
teeth,RANDOM
direct,RANDOM
be,RANDOM
finish,RANDOM
sd;lkfjfglkhj,BOTTOM_KEY_SMASH
rope,RANDOM
after,RANDOM
sdl.dfjghlkjh,BOTTOM_KEY_SMASH
gray,RANDOM
coat,RANDOM
saw,RANDOM
short,RANDOM
as;lkfj;asdkfj,BOTTOM_KEY_SMASH
see,RANDOM
as;kldjfgnmkldfkjg,BOTTOM_KEY_SMASH
went,RANDOM
fear,RANDOM
fat,RANDOM
fire,RANDOM
does,RANDOM
glass,RANDOM
hhuurrsyhijkoyreguytugytgioktry,BOTTOM_KEY_SMASH
asdkmhdfkj,BOTTOM_KEY_SMASH
organ,RANDOM
laskdjf;alkdsjfa;sljdf,BOTTOM_KEY_SMASH
asdsf./gkjdfljkdfg,BOTTOM_KEY_SMASH
sing,RANDOM
asdfpo'lkhjdflkgujhfgh[pko',BOTTOM_KEY_SMASH
fbejdbrjwje,BOTTOM_KEY_SMASH
bread,RANDOM
level,RANDOM
ishdjsbd,BOTTOM_KEY_SMASH
human,RANDOM
hat,RANDOM
